"name_common","councildistrict","address_provided","assettype","assettype_notes","live_music","event_venue","capacity","discipline","discp_note","website","web_notes","zip","camp_id","year_updated","location_1"
"Patsy's Cowgirl Cafe","2","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","www.patsyscafe.com","At Patsy's Cowgirl Cafe, people come in for appetizers, margaritas, beer, and live music.  Live music is every Wednesday through Saturdays, with no cover.  Sedwick says her cafe is ""Texas roadhouse meets Austin eclectic.""  The menu is a good te","78741","2169","2016","5001 East Ben White Boulevard
Austin, TX 78741
(30.213716, -97.727035)"
"Emo's Austin","3","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"1700","Music","Punk, Rap/Hip Hop, Rock","http://www.emosaustin.com/venues/emos-east/","It's been almost twenty years since Emo's first opened its doors, and in that span of time countless bands have not only graced the stage (including the legendary Johnny Cash, just look for his barstool hanging from the ceiling) but all helped cement Emo","78741","2168","2014","2015 E Riverside Dr
Austin, TX 78741
(30.240795, -97.727967)"
"Spill Nightclub","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://www.spillonsixth.com","Spill is a hot new nightlife spot on Austin's world famous 6th Street.  This nightclub features great music with a high energy sound system for the 21 and up crowd as well as nightly specials of a variety of drinks.  Spill offers a wide selection of mart","78701","338","2016","212 East 6Th Street
Austin, TX 78701
(30.267903, -97.741205)"
"Pottery By Brimberry","0","no","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Craft/Design"," Craft"," "," ","78733","2002","2014","805 N Tumbleweed Trl
Austin, TX 78733
(0.0, 0.0)"
"Focal Point","7","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78757","3024","2014","800 Setting Sun Ct
Austin, TX 78757
(30.350518, -97.732097)"
"Dimension Gallery","3","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," ","0","0","179","2016","979 Springdale
,  0
(30.265025, -97.695548)"
"Kingdom Austin Night Club","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://kingdomaustin.com/","Kingdom is a boutique dance club located in the heart of downtown Austin, TX. It serves as a home for all dance genres, with an emphasis on sound, lighting, and architectural design to create an enhanced experience for all guests.","78701","310","2016","103 East Fifth Street
Austin, TX 78701
(30.26675, -97.742439)"
"Volstead","3","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," "," ","The Volsteadcan host parties from 10-275 people. Whether it be a birthday, Alumni gathering, corporate cocktail party, rehearsal dinner or engagement soiree, The Volstead is here to accommodate your needs.","78702","656","2016","1500 E 6Th Street
Austin, TX 78702
(30.263636, -97.7274)"
"Austin Moose Lodge No. 1734","1","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"300","Music","Country, Rock, Tejano","http://lodge1735.moosepages.org/","The Loyal Order of Moose is a fraternal and service organization founded in 1888, with nearly 800,000 men in roughly 1,800 Lodges, in all 50 states and four Canadian provinces, plus Great Britain and Bermuda. Along with other units of Moose International","78723","1689","2016","2103 East M. Franklin Avenue
Austin, TX 78723
(30.28651, -97.696707)"
"Threadgill's World Headquarters","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," Music"," "," ","0","156","2014","301 West Riverside Drive
Austin, TX 0
(30.25809, -97.748632)"
"Music Building and Recital Hall, Texas Performing Arts, The University of Texas at Austin","9","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.utpac.org/venue/directions.php#main","The University of Texas at Austin Music Building and Recital Hall houses the Bates Recital Hall.  Specially designed for its excellent acoustics, Bates Recital Hall is a 700-seat venue that is capable of hosting everything from symphony orchestras, major","78713","1498","2016","510 East 23Rd Street
Austin, TX 78713
(30.28678, -97.743475)"
"Belmont","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"1000","Music","Rock"," ","After significant renovations, the Belmont re-opened under new ownership during SXSW 2012 as a 1000 person capacity state-of-the-art music venue and bar.  The new Belmont boasts a cutting edge sound and light system and will host music ranging from the h","78701","282","2016","305 West 6Th St
Austin, TX 78701
(30.268477, -97.745378)"
"India Fine Arts Inc","10","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Visual Arts"," ","http://www.austinifa.org","India Fine Arts is a premier organization to sponsor and conduct outstanding performing groups from India with the goal of promoting geater awareness and appreciation for the culture and performing arts of the subcontinent. It also conducts workshops, le","78759","3175","2014","9917 Spicewood Mesa
Austin, TX 78759
(30.415885, -97.790093)"
"Wildflower Terrace Music Appreciation House Concerts","0","no","Event/ Festival","House Concerts","Live Music",," ","Music","Folk/Acoustic","http://www.kyhote.com/wildflower/","Once a month Wildflower Terrace brings fine singer/songwriter and instrumentalists to their Terrace Room for the edification of their residents and guests. Produced by resident Anne Wright and singer/songwriter Ky Hote, the concerts occur on the last Thu","78723","1673","2016","
Austin, TX 78723
(0.0, 0.0)"
"Sunday Drum Circles at Mother Pecan Tree","0","yes","Event/ Festival","Event/ Festival","Live Music",," ","Other"," "," "," ","78746","2372","2016","S Entrance Barton Springs Pool
Austin, TX 78746
(30.210637, -97.969371)"
"Sacred Arts Studio & Gallery","8","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78749","2538","2014","6001 W William Cannon Dr
Austin, TX 78749
(30.22805, -97.862045)"
"Orange Coworking","5","yes","Artist Studios/ Workshops","Coworking"," ",," ","Multidisciplinary"," ","orangecoworking.com"," ","78748","2466","2016","2110 W Slaughter Ln
Austin, TX 78748
(30.173843, -97.825073)"
"RAIN on 4th","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"200","Music","Dance/Electronic","http://www.rainon4th.com/","Voted Austin's Best Gay Bar and Dance Club. Currently featuring live music on Sunday nights, booked by Jeremy Roye.","78701","328","2016","217 West Fourth Street
Austin, TX 78701
(30.266534, -97.745679)"
"Skylark Lounge","1","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"150","Music"," Music","http://www.skylarkaustin.com/","The Skylark Lounge is housed in a building that is a throwback to times gone by. While centrally located, it’s tucked away, hidden and off of the beaten path (if we didn't tell you where it was at you'd never find it).We are committing ourselves to bri","78722","1606","2014","2039 Airport
Austin, TX 78722
(30.284861, -97.705333)"
"Opa Coffee and Wine Bar","5","yes","Restaurant","Restaurant","Live Music",," ","Music","Cover/Tribute","http://www.opacoffeewine.com/","Opa! Coffee and Wine Bar is a family owned and operated establishment. The staff is a mix of characters that you just have to meet. Opa has a wide variety of unique wines and beers from all over the world, as well as delicious local coffee, by Texas Coff","78704","1297","2016","2050 South Lamar Blvd.
Austin, TX 78704
(30.248972, -97.769492)"
"Ile Designs Inc","6","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78727","1806","2014","12708 Riata Vista Cir
Austin, TX 78727
(30.433073, -97.739331)"
"Ginny's Little Longhorn Saloon","7","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," Music"," "," ","0","153","2014","5434 Burnet Rd
Austin, TX 0
(30.329299, -97.740228)"
"Eliana Bernard","3","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Visual Arts"," ","elianabernard.com","0","0","140","2016","701 Tillery St
,  0
(30.2583, -97.705392)"
"Rusty's Dancehall and Lounge","9","yes","Restaurant","Restaurant","Live Music",," ","Music","Country, Folk/Acoustic","http://www.therustyspurs.com","COUNTRY DANCE HALL & SALOON!","78701","542","2016","404 East Seventh Street
Austin, TX 78701
(30.268086, -97.738897)"
"Strange Brew Lounge Side","5","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music","Folk/Acoustic, Pop, Rock","http://strangebrewaustin.com/index.html","Strange Brew, Austin Coffee is locally owned and open 24 hours. We feature organic Fair Trade Espresso and coffee from Third Coast Coffee, Zhi Tea, Rock Star Bagels and Quack's 43rd Street Bakery, to name a few. We also serve pastries, paninis, breakfast","78745","2272","2014","5326 Manchaca Rd
Austin, TX 78745
(30.217808, -97.796066)"
"Brian Mikeska Goldsmith Designer","7","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Textile/Apparel"," Textile/Apparel"," "," ","78756","2875","2014","5118 Burnet Rd
Austin, TX 78756
(30.322845, -97.739735)"
"Circuit Of The Americas","2","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.circuitoftheamericas.com/","Circuit Of The Americas is a multi-purpose facility that will host the most prestigious racing events in the world, including the Formula 1 United States Grand Prix™. It is the first purpose-built Grand Prix facility in the U.S. Built around a stat","78617","232","2014","9201 Circuit Of The Americas Blvd
Austin, TX 78617
(30.135316, -97.644027)"
"The Nook","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," "," ","Nook is a nightclub/ dancehall located in Austin, TX. The Nook features musical acts from a variety of different genres.","78701","319","2016","309 East 6th Street
Austin, TX 78701
(30.26702, -97.740149)"
"Marchesa Hall & Theatre","4","yes","Theater","Movie Theater"," ",,"1200","Film/TV/Media"," Film/TV","http://www.themarchesa.com/","The Marchesa Hall & Theatre is a 18,000 sq ft. multi-media, live music venue and all purpose event center, divided into 4 unique rooms: a Hall, an Auditorium, a Theater/Screening room, and a Lounge area. We are located across from Highland Mall, at The L","78752","2749","2014","6226 Middle Fiskville Rd
Austin, TX 78752
(30.324706, -97.709719)"
"Go Dance Studio","7","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance","http://www.godancestudio.com","We offer over 50 group classes each week, and private lessons are available during the daytime, evenings and weekends. Our studio is unique, because we offer instruction in social and competitive dancing across all genres of partner dancing. We love the","78757","2956","2014","2525 W Anderson Lane
Austin, TX 78757
(30.357193, -97.733935)"
"Dancin Jazzi","7","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78758","3084","2014","1921 Cedar Bend Dr
Austin, TX 78758
(30.40806, -97.697333)"
"Listening Room at Winflo","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music","Americana, Folk/Acoustic","http://winfloosteria.com/listening-room/","Partnering with LiveVibe – a promoter that specializes in upscale and intimate music concerts. We welcome only the most dedicated of music lovers and foodies to indulge in this experience.
When an artist writes lyrics they do so with the hope that some","78703","893","2016","1315 West Sixth Street
Austin, TX 78703
(30.273559, -97.760005)"
"Austin Art Space Gallery & Studios","7","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78757","3022","2014","7739 Northcross Dr
Austin, TX 78757
(30.355077, -97.735945)"
"Kathy Dunn Hamrick Dance Company Inc","8","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance","www.kdhdance.com","Kathy Dunn Hamrick Dance Company, a non-profit collaborative modern dance company, invites audiences to enter a richly conceived world of exuberant and striking movement, enhanced by music, lighting and costumes.

This project is funded and supported in","78735","2039","2014","4703 Fieldstone Dr
Austin, TX 78735
(30.248952, -97.827142)"
"Country Store Art Gallery Inc","9","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78701","417","2014","1304 Lavaca St
Austin, TX 78701
(30.275877, -97.742872)"
"Ten Oak","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://tenoakaustin.com/","Located in the heart of the Warehouse District in downtown Austin, Texas, tenOak Bourbon House and Lounge represents all that makes Austin unique and vivacious. Enter through our spacious covered patio, and pay a visit to the “Horse with No Name&rd","78701","341","2016","409 Colorado Street
Austin, TX 78701
(30.266582, -97.744474)"
"Cedar Park Dance Co","0","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78750","2565","2014","200 Buttercup Creek Blvd
Austin, TX 78750
(30.415054, -97.797138)"
"The City Theatre Company","1","yes","Theater","Theater Company"," ",," ","Theater Arts"," ","http://www.citytheatreaustin.org/"," ","78722","1612","2016","3823 Airport Blvd
Austin, TX 78722
(30.288764, -97.706459)"
"Modern Rocks Gallery","3","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78702","760","2014","916 Springdale Rd
Austin, TX 78702
(30.261871, -97.698289)"
"Red Eyed Fly","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," Music"," "," ","0","154","2014","715 Red River St
Austin, TX 0
(30.267868, -97.736255)"
"Blue Moon Rock & Blues Bar","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music","Blues, Rock"," ","Blue Moon Rock & Blues Bar is Austin's own- 7 Days a Week Live Blues and Rock Bar. Located in 6th offering live music and shot and drink specials.","78704","1085","2016","2200 S IH 35
Austin, TX 78704
(30.235251, -97.741479)"
"In The Galleries Austin Inc","9","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78703","939","2014","1214 W 6Th St
Austin, TX 78703
(30.273362, -97.757947)"
"Performing Arts Center, Texas Performing Arts, The University of Texas at Austin","9","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.utpac.org","Since its first performance in 1981, the University of Texas Performing Arts Center (UTPAC) has evolved into one of the largest and most extraordinary university arts presenters in the country. Powered by a commitment to educate, enlighten and entertain,","78712","1492","2016","510 East 23Rd Street
Austin, TX 78712
(30.28678, -97.743475)"
"Foster's Art","6","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78729","1871","2014","13377 Pond Springs Rd
Austin, TX 78729
(30.449521, -97.783624)"
"Prickly pear Galleries","8","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," ","http://www.pricklypeargalleries.com/"," ","78749","2509","2016","4301 W William Cannon Dr
Austin, TX 78749
(30.221985, -97.83871)"
