"respondent_id","start_date","end_date","which_of_the_following_would","which_of_the_following_would_1","which_of_the_following_would_2","which_of_the_following_would_3","which_of_the_following_would_4","which_of_the_following_would_5","which_of_the_following_would_6","which_of_the_following_would_7","which_of_the_following_would_8","which_of_the_following_would_9","which_of_the_following_would_10","which_of_the_following_would_11","which_of_the_following_would_12","which_of_the_following_would_13","which_of_the_following_would_14","which_of_the_following_would_15","which_of_the_following_would_16","which_of_the_following_would_17","which_of_the_following_would_18","which_of_the_following_would_19","which_of_the_following_would_20","which_of_the_following_would_21","which_of_the_following_would_22","which_of_the_following_would_23","which_of_the_following_would_24","which_of_the_following_would_25","which_of_the_following_would_26","which_of_the_following_would_27","which_of_the_following_would_28","what_percentage_of_your_income","which_best_describes_your","in_your_opinion_do_you_have","what_do_you_currently_pay","how_often_do_you_use_access","zipcode_your_current_creative","how_do_your_monthly_payments","what_is_the_minimum_square","what_is_the_maximum_price","of_the_following_workspace","of_the_following_workspace_1","of_the_following_workspace_2","of_the_following_workspace_3","of_the_following_workspace_4","of_the_following_workspace_5","of_the_following_workspace_6","of_the_following_workspace_7","which_of_the_following_would_29","which_of_the_following_would_30","which_of_the_following_would_31","which_of_the_following_would_32","which_of_the_following_would_33","which_of_the_following_would_34","which_of_the_following_would_35","which_of_the_following_would_36","which_of_the_following_would_37","which_of_the_following_would_38","which_of_the_following_would_39","which_of_the_following_would_40","which_of_the_following_would_41","which_of_the_following_would_42","which_of_the_following_would_43","which_of_the_following_would_44","which_of_the_following_would_45","which_of_the_following_would_46","which_of_the_following_would_47","which_of_the_following_would_48","which_of_the_following_would_49","which_of_the_following_would_50","which_of_the_following_would_51","which_of_the_following_would_52","which_of_the_following_would_53","which_of_the_following_would_54","which_of_the_following_would_55","which_of_the_following_would_56","which_of_the_following_would_57","which_of_the_following_would_58","which_of_the_following_would_59","which_of_the_following_would_60","which_of_the_following_would_61","which_of_the_following_would_62","which_of_the_following_would_63","which_of_the_following_would_64","which_of_the_following_would_65","which_of_the_following_would_66","which_of_the_following_would_67","please_write_your_top_3_zip","please_write_your_top_3_zip_1","please_write_your_top_3_zip_2","have_space_related_issues","have_space_related_issues_1","have_space_related_issues_2","have_space_related_issues_3","have_space_related_issues_4","have_space_related_issues_5","have_space_related_issues_6","have_space_related_issues_7","have_space_related_issues_8","have_space_related_issues_9","have_space_related_issues_10","which_of_the_following_city","which_of_the_following_city_1","are_you_currently_a_city","how_did_you_find_out_about","how_did_you_find_out_about_1"
"10136329994","2018-07-30T10:41:54.000","2018-07-30T10:48:12.000",,,,,,,,,,,"Graphic Design",,,,,,,,"Painting, Illustration",,,,,,,,,,,"20","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78751","Stayed the same",,,,,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,"High ceilings",,,,,"78705","78756","78751",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,,"Stopped you from expanding your operations",,,"Applying for City of Austin Artist Residency Programs",,,"Saw it posted on Facebook",
"10136289253","2018-07-30T10:20:33.000","2018-07-30T10:27:41.000",,,,,,,,,,,,,,,,,"Music/Music Composition",,,,,,,,,,,,,"21","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","Yes","$301- $700","Daily, less than 5 hours","78756","Increased by 6-10%",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,,"Rehearsal Space, less than 1,000 sq. feet",,,,,,"Classroom, teaching space",,,"Running Water",,,,,,,"Raked Seats",,,,,,,,"Soundproofing, Recording Studio",,"Ramps/loading dock",,,"High ceilings",,,,,"78756","78757","Uiutq","Used a space beyond the Austin city limits",,,,,,,,,,,"Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
"10131885581","2018-07-26T17:16:31.000","2018-07-26T17:23:10.000",,,,,,,,,,,,,,,,,,,,,,,,,"Textile/Fiber Arts",,,,"Book binding","100","I RENT studio or other work space separate from my home","No","Over $1,500","Daily, 5 or more hours","78702","Increased by 6-10%",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,"I'd love to buy affordable studio space within a community of artists!",,,,,,,,,,,"Retail Space, Storefront",,,"Non-Air Conditioned Storage Space","Running Water",,,,,,,,,"Individual Artist Workspace",,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock",,"Wheelchair accessibility","High ceilings","Live/Work Space",,,,"78702","78701","78721",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,"Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"Other (please specify)","emailed to me from Big Medium"
"10136287558","2018-07-30T10:19:44.000","2018-07-30T10:26:42.000",,,,,,,"Film/TV",,,,"Graphic Design",,,,,,"Music/Music Composition","New Media, Tech, Digital Arts",,,,,,,,"Web-based Content Production",,,,"90","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78610","Increased by 5% or less",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)","Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,"Outdoor Performance Space with amplified sound",,"Rehearsal Space, less than 1,000 sq. feet",,,,,"Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,"Office Space, more than 5 employees","Serving Alcohol","Serving Food","Commercial kitchen",,,,,"Multiple Artist Workspaces",,,,,"Soundproofing, Recording Studio",,"Ramps/loading dock",,"Wheelchair accessibility","High ceilings","Live/Work Space",,,,"78745","78704","78701","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"City of Austin Newsletters",
"10136287022","2018-07-30T10:19:29.000","2018-07-30T10:23:48.000",,,,,,,,,,,,,,,,,"Music/Music Composition",,,"Performing/Theatre Arts",,,,,,,,,,"50","I need space occassionaly and rent on an as needed basis","No","Not relevant to me/ I do not have a workspace separate from my home","Rarely, less than 4 days per month","n/a","Not relevant to me/ I do not pay for a space",,,,,,,,,"None of the Above","Need the right performance space","Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78746","78701",,,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,"Paid for space you could not afford",,"Stopped you from pursuing your creative practice professionally",,,,"I do not utilize any of the above City services",,,"Don’t Remember",
"10127068544","2018-07-24T09:47:31.000","2018-07-24T09:53:43.000",,,,,,,,,,,,,,,,,,,,,"Photography",,,,,,,,,"100","I RENT studio or other work space separate from my home","Yes","$701- $1,000","Weekly, at least a few days/hours a week","78702","Increased by 11-25%",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,"a separate building on the lot our house is on",,,,,,,,,,,,,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,"High ceilings",,,,,"78756","78702","78701",,,,,,,,,,"None of the Above",,"Receiving funding through the Cultural Funding Program",,,"City staff",
"10133648187","2018-07-27T17:04:31.000","2018-07-27T17:50:04.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"70","My work space is provided free of charge to me (e.g., member of dance troupe, university student, etc.)","No","$0 - I have space free of charge","Daily, less than 5 hours","78751","Not relevant to me/ I do not pay for a space",,,,,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,"A private workspace in a complex with other artists with access to a shared space/tools/resources would be ideal",,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,"Photo Studio",,,,,,"High ceilings",,,,"Ample natural and artificial light (windows/skylights and track lighting or directional clamp lighting) with shades or translucent cover so that live-models could pose safely","78751","78702","78701",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,"Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally",,,"Over the last 20 years I have been a creative living in Austin, I have:   - sold work without documenting it because I didn't have photography equipment (camera, lights), could not afford to have it professionally photographed, and needed the space it was taking up  - was unable to sell some work because I didn't have the space to frame it myself, and couldn't afford the cost of getting the work framed,  - had my studio burglarized and equipment stolen (the lock was pried off the shed behind my rented house, which I was using as a studio, and my cordless drill, a ladder, stereo, and bicycle were stolen).  - had to work odd hours because I was sharing space and limited electricity with another artist, as well as the lack of air-conditioning and heating in summers and winters.  - had to give up use of most of my kitchen for several weeks to complete a commission  - had nowhere to invite art curators and critics to view my work to help with professional advancement, causing people to think my day job was my only career","Professional development workshops or events for creatives and artists",,,"Other (please specify)","Instagram"
"10133619095","2018-07-27T16:38:38.000","2018-07-27T16:53:56.000",,,,,,,,,,,,,,,,,,,,,,,,"Sculpture",,,,,,"20","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78629","Increased by 5% or less",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78704","78620","78738","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"Other (please specify)","It was sent to my email address"
"10130934414","2018-07-26T08:29:46.000","2018-07-26T08:42:14.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"10","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Not relevant to me- I don't need a workspace","N/a","Not relevant to me/ I do not pay for a space",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,"High ceilings",,,,,"78757","78759","78731",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,"Been forced to close and/or discontinue your creative practice",,,,,"I do not utilize any of the above City services",,,"Saw it posted on Facebook",
"10129892823","2018-07-25T16:36:20.000","2018-07-25T16:48:16.000",,,,,,,,,,,,,,,,,,,,,"Photography",,,,,,,,,"100","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78741","Stayed the same",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,"Photo Studio",,"Oversized Doors and/or Freight Elevator",,"Floor Drains",,"High ceilings","Live/Work Space",,,,"78702","78703","78701","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"I have to use ATX Hackerspace to work on my frames which is thirty minutes from my house, and I have to do things very inefficiently since I do some of the work at home and some at the co-op. Since my living room is an artist studio, my home isn't a comfortable home. It would be nice to have a reasonably priced live/work space which is possible outside of Austin but not realistic for me here.","I do not utilize any of the above City services",,,"Other (please specify)","East Austin Studio Tour Google Group"
"10129494048","2018-07-25T12:46:20.000","2018-07-25T12:54:03.000",,,,,,,,,,,,"Healing Arts/Arts Therapy","Installation or Public Art",,,,"Music/Music Composition",,"Painting, Illustration",,,,,"Sculpture",,,,,,"75","I don't currently have the space I need for my art or creative work","No","$701- $1,000","Daily, 5 or more hours","N/a","Increased 50-75%",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,"Rehearsal Space, less than 1,000 sq. feet",,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,"Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water","Office Space, less than 5 employees",,,,,,,,,,,,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock",,,"High ceilings","Live/Work Space",,,,"78702","78704","78741",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state","Canceled a performance or production","Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford","Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"Saw it posted on Facebook",
"10129115102","2018-07-25T09:24:23.000","2018-07-25T09:28:57.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"85","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","$150- $300","Daily, 5 or more hours","78727","Increased by 5% or less",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences",,,,,,,,,,,,,,,,,,"Classroom, teaching space",,,,,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,,"Live/Work Space",,,,"78727","78759","78729",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,,,,"Other (please specify)","Artist Inc.",,"Word of mouth",
"10121794820","2018-07-20T07:28:04.000","2018-07-20T07:40:30.000",,,,,,,,,,,,,,,"Literary Arts",,,,,,,,,,,,,,,"2","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78745","Increased by 5% or less",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,,,,,,,"Office Space, less than 5 employees",,,,,,,,,,,,,,,,,,,,,,,,"78745","78704","78744",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,,,,"My writing “office” is a corner of my small bedroom, and it doesn’t provide the separation from home and family that I need to finish big projects, like a poetry manuscript.","I do not utilize any of the above City services",,,"City of Austin Newsletters",
"10121719541","2018-07-20T06:31:42.000","2018-07-20T06:40:28.000",,,,,,,,,,,,,,,,,,,,"Performing/Theatre Arts",,,,,,,,,,"79","I need space occassionaly and rent on an as needed basis","No","Not relevant to me/ I do not have a workspace separate from my home","Rarely, less than 4 days per month","78751","Increased by 5% or less",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,"Fly System, Fly Space","Rehearsal Space, less than 1,000 sq. feet","Rehearsal Space, more than 1,000 sq. feet",,,,,,,,"Running Water",,,,,,,"Raked Seats",,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,"Wheelchair accessibility",,"Live/Work Space",,,,"78751","78702","78704","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,"Canceled a performance or production",,"Paid for space you could not afford",,,,,,"Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
"10120954906","2018-07-19T18:08:19.000","2018-07-19T18:15:16.000",,,,,,,,,,,"Graphic Design",,"Installation or Public Art",,,,,"New Media, Tech, Digital Arts","Painting, Illustration",,,,,,,,,,,"100","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","N/A","Not relevant to me/ I do not pay for a space",,,,,,,,,,"Have my own studio",,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet",,,,,"Running Water",,,"Serving Alcohol","Serving Food",,,,,,,,,,,,,,,"Wheelchair accessibility",,,,,,"78701","78704","78705",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,"Stopped you from expanding your operations",,,,,,,
"10120915279","2018-07-19T17:37:47.000","2018-07-19T17:41:53.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"50","I RENT studio or other work space separate from my home","No","$701- $1,000","Daily, less than 5 hours","78702","Increased by 11-25%",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78702","78722","78704",,,,,,"Paid for space you could not afford",,,,,,"Professional development workshops or events for creatives and artists",,,"Other (please specify)","received from Canopy"
"10120895178","2018-07-19T17:20:53.000","2018-07-19T17:29:54.000",,,,,,,,,,,,,,"Jewelry Design",,,,,,,,,,,,,,,,"50","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78757","Increased by 6-10%",,,,"Have workspace and living space within a larger complex of studios and residences",,,,,,,,,,,,,,,,,"Retail Space, Storefront",,,,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,,,,,,"Live/Work Space",,,,"78702","78704","78701",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,,"Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
"10120839886","2018-07-19T16:43:45.000","2018-07-19T16:48:39.000",,,,"Comedy or Improv",,,,,"Furniture Design",,,,"Installation or Public Art","Jewelry Design","Literary Arts","Metalworking",,"New Media, Tech, Digital Arts","Painting, Illustration","Performing/Theatre Arts",,,"Radio","Sculpture","Textile/Fiber Arts","Web-based Content Production","Woodworking",,,"50","I need space occassionaly and rent on an as needed basis","No","$150- $300","Weekly, at least a few days/hours a week","78748","Increased by 6-10%",,,,,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)","Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,"Fly System, Fly Space",,,"Mirrors/mirrored wall",,,,"Classroom, teaching space",,,"Running Water","Office Space, less than 5 employees","Office Space, more than 5 employees",,"Serving Food",,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,"Projection, Movie Theater","Individual Artist Workspace","Multiple Artist Workspaces",,"Ceramics Studio, Kiln",,,,"Oversized Doors and/or Freight Elevator",,"Floor Drains",,,"Live/Work Space",,,,"78745","78748","78749","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford","Been forced to close and/or discontinue your creative practice",,"Stopped you from expanding your operations",,,"Other (please specify)","1-5, why only 1 choice?",,"City of Austin Newsletters",
"10120156330","2018-07-19T10:21:23.000","2018-07-19T10:27:11.000",,,,,,,,,,,,,,,,,,,,,,,,"Sculpture",,,,,"educational programming","40","I RENT studio or other work space separate from my home","Yes","$150- $300","Weekly, at least a few days/hours a week","78703 and 78721","Not relevant to me/ I do not pay for a space",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,,,,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,,,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock",,,"High ceilings","Live/Work Space",,,,"78703","78702","78721",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"City staff",
"10120755930","2018-07-19T15:50:44.000","2018-07-19T15:59:52.000",,,"Ceramics",,,,,,,,"Graphic Design",,,,,,,,"Painting, Illustration",,,,,"Sculpture",,,"Woodworking",,,"5","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78704","Increased by 5% or less",,,,,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet",,"Classroom, teaching space",,,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)","Ceramics Studio, Kiln",,,,,,"Floor Drains",,"High ceilings",,,,,"78702","78704","78721",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally",,,,"Professional development workshops or events for creatives and artists",,,"Other (please specify)","Big Medium newsletter"
"10120536103","2018-07-19T13:46:08.000","2018-07-19T14:23:45.000",,,,,,,,,,,,,,,,,,,,,,,,,"Textile/Fiber Arts",,,,"Leather Crafting","85","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78734","Increased by 11-25%",,,,,,,,,,"Have a space to work out of with space to sell",,,,,,,,,,,"Retail Space, Storefront",,"Air-Conditioned Storage Space",,,,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,,,,,,"78701","78704","78703","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,"Paid for space you could not afford",,,"Stopped you from expanding your operations",,"I’m a fine arts leather crafter. I hand sew American Bison Bags and Leather Goods.     The number one thing I need is an affordable place to sell. I now live out of my workshop but I have no place where I can afford to sell out of.","Other (please specify)","I would love to utilize some of the City of Austin services but none of them, that I know of, seem to be available for a leather crafter that need a place to sell.",,"City of Austin Newsletters",
"10120489153","2018-07-19T13:20:14.000","2018-07-19T13:48:55.000",,,,,,,,,,,,,,,"Literary Arts",,,,"Painting, Illustration",,,,,,"Textile/Fiber Arts",,"Woodworking",,"So many projects, multi faceted talent ( 61 yr old )","25","I don't currently have the space I need for my art or creative work","Don't know","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78613","Increased by 11-25%",,,,"Have workspace and living space within a larger complex of studios and residences",,,,,,"Receive supplement to assist with rent cost for reasonable space either in/out of residence",,,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,,,,,,"Live/Work Space",,,"Bathroom/Appropriate lighting availability/A/C and Heat/ computer/printer / shop sink / proper flammable disposal outdoor 55gal drum with lid/ trash dumpster or pick up/natural 💡","78613","78641","78645",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"Considered paying for something I can't afford  Limited my available creative work hours in my own rented apt by taking on PT job to supplement FT job just to afford Austin, and forge on, but experience great continual frustration since my time is so wasted on unrelated low income jobs that I hate and wishing I never moved to Austin or TX 20 years ago. Financially ruined, it's so cliquey here, may just be the 'times'. Become prettyuch a recluse, a happy optimistic onetho","Other (please specify)","Time lack",,"Other (please specify)","Trying to find thru Google Search what help might be available."
"10120475848","2018-07-19T11:13:45.000","2018-07-19T13:36:38.000",,,,,"Dance/Choreography",,"Film/TV",,,,,"Healing Arts/Arts Therapy",,,,,,,,,,,,,,,,,,"40","I don't currently have the space I need for my art or creative work","No","under $150","Weekly, at least a few days/hours a week","78704","Decreased",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,"Rehearsal Space, less than 1,000 sq. feet",,"Mirrors/mirrored wall",,,,,,,,,,,,,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,"Projection, Movie Theater",,"Multiple Artist Workspaces",,,,,,,,,,,,,,,"78702","78722","78704","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state","Canceled a performance or production",,,,,,,"As a dancer I have worked more outside, which is wonderful in certain ways. But during certain seasons it's awful!  I would be more apt to perform more often if we had a smaller more affordable space to use. The MACC is great but I am not hispanic so it's not an option for me. That preferencing can create limitations for a lot of us. Though I do support affirmative action I wish the MACC could be a bit more inclusive. Also the dance community does not have much money, we are some of the lowest paid artists on the planet, so when we talk about affordable, we need to consider dance artists - we are not selling products and aren't necessarily showing entertainment. It would be so great if post modern work were actually supported in Austin. My COA application for a dance project was criticized by a local dance artist on my panel who didn't appreciate post modern dance work. That felt like just one more example of a lack of understanding about diversity in the arts and the need to support a wide range.","Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
