LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
3745167103,04/12/2020,0681,PPP,"ASHES, THE CIGAR LOUNGE!","16009 FM 1325,Suite 201",Austin,TX,78728,04/23/2022,Paid in Full,3,100,38380,38380,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,N,New Business or 2 years or less,Austin,TRAVIS,TX,78728-0001,TX-17,12,722410,Unanswered,Unknown/NotStated,,38380,,,,,,Limited  Liability Company(LLC),456756,Cross River Bank,TEANECK,NJ,Unanswered,Unanswered,,,
2370928405,02/03/2021,0681,PPS,MERIDIAN 105 LLC,13800 Dragline Dr,Austin,TX,78728-7617,01/20/2022,Paid in Full,60,100,37751,37751,0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78728-7617,TX-17,13,722410,Unanswered,Unknown/NotStated,1,37747,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,38068.52,12/09/2021
2871288608,03/15/2021,0681,PPS,409 MPTOUBAR LLC,407 E 6th St Ste B,Austin,TX,78701-3739,08/13/2022,Paid in Full,60,100,75407,37625,0,,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3739,TX-37,14,722410,White,Not Hispanic or Latino,1,37620,,,,,,Corporation,529471,Itria Ventures LLC,New York,NY,Female Owned,Non-Veteran,,38097.4,07/06/2022
5144087009,04/05/2020,0681,PPP,"TYPESTEREO, LLC",510 RIO GRANDE ST,AUSTIN,TX,78701-2716,02/05/2021,Paid in Full,24,100,37500,37500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-2716,TX-37,23,722410,Unanswered,Unknown/NotStated,,37500,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Unanswered,Non-Veteran,,37797.92,01/20/2021
9717257204,04/28/2020,0681,PPP,R & B SOUTH SISTERS INC.,202 N LBJ DR Ste A,SAN MARCOS,TX,78666-5778,04/22/2021,Paid in Full,24,100,37500,37500,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,R,Y,N,Existing or more than 2 years old,SAN MARCOS,HAYS,TX,78666-5778,TX-15,19,722410,Unanswered,Unknown/NotStated,,37500,,,,,,Corporation,71783,Frost Bank,SAN ANTONIO,TX,Unanswered,Unanswered,,37832.88,03/25/2021
3957238610,03/17/2021,0681,PPS,CONSTANT SATURDAY  LLC,2015 E Riverside Dr,Austin,TX,78741-1338,12/15/2021,Paid in Full,60,100,200,37100,0,,317954,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78741-1338,TX-35,6,722410,Unanswered,Unknown/NotStated,,37100,,,,,,Limited  Liability Company(LLC),317954,"Newtek Small Business Finance, Inc.",LAKE SUCCESS,NY,Male Owned,Unanswered,,37287.56,11/10/2021
4296857303,04/29/2020,0681,PPP,"BAR ENTERTAINMENT, INC.",100 N. GUADALUPE ST,SAN MARCOS,TX,78666-5532,07/18/2020,Charged Off,4,100,37092,37092,0,,71558,Ozona Bank,503 11th St,OZONA,TX,76943,R,Y,N,Existing or more than 2 years old,SAN MARCOS,HAYS,TX,78666-5532,TX-15,16,722410,Unanswered,Not Hispanic or Latino,,37092,,,,,,Corporation,71558,Ozona Bank,OZONA,TX,Male Owned,Unanswered,,4199.54,02/10/2021
8496618507,03/10/2021,0681,PPS,LOGANS ON CAMPUS L.P.,11701 FM 2244 Rd Ste 206,Austin,TX,78738-6468,12/15/2021,Paid in Full,60,100,36351,36351,0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78738-6468,TX-25,14,722410,Unanswered,Unknown/NotStated,1,36349,,,,,,Limited Liability Partnership,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,36517.32,08/26/2021
7543557102,04/14/2020,0681,PPP,"SIDEBAR, INC.",602 E 7TH ST,AUSTIN,TX,78701-3333,06/23/2021,Paid in Full,24,100,36007.95,36007.95,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3333,TX-37,8,722410,Unanswered,Unknown/NotStated,4500.99,27005.96,4501,,,,,Corporation,760,First Source Federal Credit Union,Rome,NY,Unanswered,Unanswered,,36386.03,05/05/2021
5387497008,04/05/2020,0681,PPP,V1 VENTURES LP,319 Colorado,AUSTIN,TX,78701,01/09/2021,Paid in Full,24,100,35700,35700,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-0001,TX-37,12,722410,White,Not Hispanic or Latino,,35700,,,,,,Partnership,70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,35941.97,12/09/2020
4576228303,01/23/2021,0681,PPS,TEXAS FOLKLIFE RESOURCES INC.,1708 Houston St,Austin,TX,78756-1219,09/14/2021,Paid in Full,60,100,35600,35600,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78756-1219,TX-37,6,711310,Unanswered,Unknown/NotStated,1,35594,,,,,,Corporation,70134,Horizon Bank SSB,Austin,TX,Male Owned,Unanswered,,35809.64,08/24/2021
4797877002,04/04/2020,0681,PPP,"GTOPM, LLC",1502 W. Ben White Blvd,AUSTIN,TX,78704-7606,03/05/2021,Paid in Full,24,100,35000,35000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Change of Ownership,AUSTIN,TRAVIS,TX,78704-7606,TX-21,12,722410,Unanswered,Unknown/NotStated,,35000,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,35294.58,02/09/2021
1438847706,05/01/2020,0681,PPP,"AARYN WILLIAMS, INC.",1011 OLD MCDADE RD,ELGIN,TX,78621,10/21/2021,Paid in Full,24,100,34670,34670,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,N,Existing or more than 2 years old,ELGIN,BASTROP,TX,78621-0001,TX-10,2,711130,Unanswered,Unknown/NotStated,,34670,,,,,,Subchapter S Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,35150.39,09/23/2021
2303358509,02/20/2021,0681,PPS,MICHAEL HARMEIER,130 County Road 279,Liberty Hill,TX,78642-4245,03/12/2022,Paid in Full,60,100,34497,34497,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Liberty Hill,WILLIAMSON,TX,78642-4245,TX-31,4,711130,Unanswered,Unknown/NotStated,,34497,,,,,,Limited  Liability Company(LLC),12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,34832.52,02/15/2022
5798387200,04/27/2020,0681,PPP,"YOUNG AND CANCHOLA, INC",5420 B. Airport BLVD,AUSTIN,TX,78751,03/12/2021,Paid in Full,24,100,34201,34201,0,,122478,Keystone Bank SSB,13715 E. Ladera Blvd.,Bee Cave,TX,78738,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78751-0001,TX-37,3,722410,White,Hispanic or Latino,,34201,,,,,,Subchapter S Corporation,122478,Keystone Bank SSB,Bee Cave,TX,Male Owned,Non-Veteran,,34407.16,12/10/2020
6834287306,04/30/2020,0681,PPP,HAJMELI LIMITED LIABILITY COMPANY,13851 West Highway 29,Liberty Hill,TX,78642,02/23/2021,Paid in Full,24,100,34185,34185,0,,106366,Randolph-Brooks FCU,1 IKEA-RBFCU Parkway,LIVE OAK,TX,78233-2792,U,N,N,New Business or 2 years or less,Liberty Hill,WILLIAMSON,TX,78642-0001,TX-31,11,722410,Unanswered,Unknown/NotStated,,34185,,,,,,Corporation,106366,Randolph-Brooks FCU,LIVE OAK,TX,Unanswered,Unanswered,,34442.34,02/02/2021
8983318301,01/30/2021,0681,PPS,LE BRIT INCORPORATED,417 E 6th St,Austin,TX,78701-3739,10/06/2021,Paid in Full,60,100,33950,33950,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3739,TX-37,6,722410,Unanswered,Unknown/NotStated,1,33943,,,,,,Subchapter S Corporation,69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,34147.19,09/07/2021
2572898908,04/27/2021,0681,PPS,WE HAVE SPIRITS INC.,11940 Manchaca Rd Ste 114,Austin,TX,78748-2720,12/01/2021,Paid in Full,60,100,33800,33800,0,,68921,The First State Bank,402 9th St,ABERNATHY,TX,79311-3419,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78748-2720,TX-21,9,722410,Unanswered,Unknown/NotStated,1,33797,,,,,,Subchapter S Corporation,68921,The First State Bank,ABERNATHY,TX,Unanswered,Unanswered,,33938.02,09/22/2021
8158107105,04/15/2020,0681,PPP,"BREW PUP, LLC DBA THE SHADY LLAMA",18325 Ranch Road 12,WIMBERLEY,TX,78676,05/21/2021,Paid in Full,24,100,33787,33787,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,R,N,N,Existing or more than 2 years old,WIMBERLEY,HAYS,TX,78676-0001,TX-21,9,722410,Unanswered,Unknown/NotStated,0,33787,0,0,0,0,0,Limited  Liability Company(LLC),194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,34108,04/01/2021
8685667209,04/28/2020,0681,PPP,"LA CRUDA PRODUCTIONS, INC",1111 E 6th St,AUSTIN,TX,78702,03/12/2021,Paid in Full,24,100,33674,33674,0,,122478,Keystone Bank SSB,13715 E. Ladera Blvd.,Bee Cave,TX,78738,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78702-0001,TX-37,6,722410,White,Hispanic or Latino,,33674,,,,,,Subchapter S Corporation,122478,Keystone Bank SSB,Bee Cave,TX,Male Owned,Non-Veteran,,33875.11,12/10/2020
6374287108,04/14/2020,0681,PPP,HOLLY-HOOD LLC,2500 E 6TH ST,AUSTIN,TX,78702-3934,05/22/2021,Paid in Full,24,100,33500,33500,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78702-3934,TX-37,10,722410,Unanswered,Hispanic or Latino,,33500,,,,,,Limited  Liability Company(LLC),71783,Frost Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,33832.25,04/22/2021
5397348303,01/25/2021,0681,PPS,REVOLUTION SPIRITS DISTILLING CO. LLC,12345 Pauls Valley Rd,Austin,TX,78737-9615,10/22/2021,Paid in Full,60,100,33400,33400,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,R,N,N,Existing or more than 2 years old,Austin,HAYS,TX,78737-9615,TX-25,3,722410,Unanswered,Unknown/NotStated,,33400,,,,,,Limited  Liability Company(LLC),71783,Frost Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,33618.7,09/27/2021
4187367201,04/27/2020,0681,PPP,"AIR AND OPPORTUNITY, INC",407 E. 7th St,AUSTIN,TX,78701,03/12/2021,Paid in Full,24,100,33192,33192,0,,122478,Keystone Bank SSB,13715 E. Ladera Blvd.,Bee Cave,TX,78738,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-0001,TX-37,2,722410,White,Hispanic or Latino,,33192,,,,,,Subchapter S Corporation,122478,Keystone Bank SSB,Bee Cave,TX,Male Owned,Non-Veteran,,33393.92,12/10/2020
5706118505,03/01/2021,0681,PPS,W3 EVENT SPECIALISTS INC,510 S Congress Ave Ste 104,Austin,TX,78704-1737,12/21/2021,Paid in Full,60,100,32792,32792,0,,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 400,Laguna Hills,CA,92653,U,Y,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-1737,TX-21,4,711310,Unanswered,Unknown/NotStated,,32792,,,,,,Subchapter S Corporation,509316,"Harvest Small Business Finance, LLC",Laguna Hills,CA,Unanswered,Veteran,,33026.49,11/26/2021
6098117400,05/13/2020,0681,PPP,W3 EVENT SPECIALISTS INC,"510 South Congress, Suite 104",Austin,TX,78704-1737,05/22/2021,Paid in Full,24,100,32792,32792,0,,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 400,Laguna Hills,CA,92653,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-1737,TX-21,5,711310,Unanswered,Unknown/NotStated,,32792,,,,,,Subchapter S Corporation,509316,"Harvest Small Business Finance, LLC",Laguna Hills,CA,Unanswered,Veteran,,33099.26,04/28/2021
5904438301,01/26/2021,0681,PPS,THE FLATS ROUND ROCK LLC,205 N Mays St,Round Rock,TX,78664-5133,05/19/2022,Paid in Full,60,100,32690,32690,0,,69139,Citizens National Bank,118 S Houston,CAMERON,TX,76520-3932,U,Y,Y,Existing or more than 2 years old,Round Rock,WILLIAMSON,TX,78664-5133,TX-31,11,722410,Unanswered,Not Hispanic or Latino,1,32685,,,,,,Limited  Liability Company(LLC),69139,Citizens National Bank,CAMERON,TX,Male Owned,Non-Veteran,,33090.45,04/14/2022
6238858300,01/26/2021,0681,PPS,D&SW LLC,1000 Pine Creek Dr,Pflugerville,TX,78660-2871,02/19/2022,Paid in Full,60,100,32606,32606,0,,69139,Citizens National Bank,118 S Houston,CAMERON,TX,76520-3932,U,N,N,Existing or more than 2 years old,Pflugerville,TRAVIS,TX,78660-2871,TX-17,6,722410,Unanswered,Unknown/NotStated,1,32601,,,,,,Limited  Liability Company(LLC),69139,Citizens National Bank,CAMERON,TX,Unanswered,Unanswered,,32940.21,02/02/2022
2337207109,04/10/2020,0681,PPP,413 BAR INCORPORATED,"407 East 6th Street, Suite B",AUSTIN,TX,78701-3739,02/05/2021,Paid in Full,24,100,32500,32500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3739,TX-37,10,722410,White,Not Hispanic or Latino,,32500,,,,,,Corporation,70134,Horizon Bank SSB,Austin,TX,Male Owned,Unanswered,,32759.1,01/26/2021
7492747208,04/28/2020,0681,PPP,"PARTY AT THE MOONTOWER EVENT RENTALS, LLC",1403 Canterbury St,Austin,TX,78702-5301,04/08/2021,Paid in Full,24,100,32355,32355,0,,71653,Vista Bank,5840 W Northwest Hwy,DALLAS,TX,75225-3201,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-5301,TX-37,4,722410,Unanswered,Unknown/NotStated,,32355,,,,,,Corporation,71653,Vista Bank,DALLAS,TX,Unanswered,Unanswered,,32619.16,03/01/2021
4678837706,05/01/2020,0681,PPP,NORTH AUSTIN MARTIAL ARTS AND FITNESS ACADEMY INC,12233 RR 620 SUITE 109,AUSTIN,TX,78750,10/20/2021,Paid in Full,24,100,32129,32129,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78750-0001,TX-10,9,711310,White,Not Hispanic or Latino,,32129,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,32565.6,09/15/2021
1802567310,04/28/2020,0681,PPP,RUDE MECHANICALS A THEATRE COLLECTIVE,5305 Bolm Road #12,AUSTIN,TX,78721,03/12/2021,Paid in Full,24,100,31995.97,31995.97,0,,122478,Keystone Bank SSB,13715 E. Ladera Blvd.,Bee Cave,TX,78738,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78721-0001,TX-35,7,711310,Unanswered,Unknown/NotStated,,31995.97,,,,,,Professional Association,122478,Keystone Bank SSB,Bee Cave,TX,Unanswered,Unanswered,,32157.29,02/12/2021
2845278503,02/22/2021,0681,PPS,SAM RIGGS BAND LLC,4425 S Mo Pac Expy,Austin,TX,78735-6723,01/06/2022,Paid in Full,60,100,31977.75,31977.75,0,,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78735-6723,TX-37,6,711130,Unanswered,Unknown/NotStated,,31977.75,,,,,,Limited  Liability Company(LLC),529050,"Square Capital, LLC",San Francisco,CA,Unanswered,Unanswered,,32236.2,12/20/2021
7235147302,04/30/2020,0681,PPP,SAM RIGGS BAND LLC,4425  S Mopac Expy Suite 601,Austin,TX,78735,09/14/2021,Paid in Full,24,100,31977.75,31977.75,0,,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78735-0001,TX-21,5,711130,Unanswered,Unknown/NotStated,,31977.75,,,,,,Limited  Liability Company(LLC),223542,Celtic Bank Corporation,SALT LAKE CITY,UT,Unanswered,Unanswered,,32398.28,08/25/2021
8659728402,02/13/2021,0681,PPS,R & B SOUTH SISTERS INC,202 N Lbj Dr Ste A,San Marcos,TX,78666-5778,03/22/2022,Paid in Full,60,100,31600,31600,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,R,Y,N,Existing or more than 2 years old,San Marcos,HAYS,TX,78666-5778,TX-15,19,722410,Unanswered,Unknown/NotStated,1,31597,,,,,,Corporation,71783,Frost Bank,SAN ANTONIO,TX,Unanswered,Unanswered,,31897.82,02/03/2022
3236148509,02/23/2021,0681,PPS,TEST BAR GROUP LLC,1412 E 6th St,Austin,TX,78702-3304,03/12/2022,Paid in Full,60,100,30659,30659,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-3304,TX-37,6,722410,Unanswered,Unknown/NotStated,1,30657,,,,,,Limited  Liability Company(LLC),760,First Source Federal Credit Union,Rome,NY,Unanswered,Unanswered,,30951.11,02/04/2022
4175708903,04/28/2021,0681,PPP,WALARD LLC,7201 Marywood Cir,Austin,TX,78723-1528,03/17/2022,Paid in Full,60,100,30368,30368,0,,69139,Citizens National Bank,118 S Houston,CAMERON,TX,76520-3932,U,N,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78723-1528,TX-25,6,722410,Unanswered,Unknown/NotStated,1,30366,,,,,,Limited  Liability Company(LLC),69139,Citizens National Bank,CAMERON,TX,Unanswered,Unanswered,,30625.28,03/02/2022
2361908005,06/24/2020,0681,PPP,JACKIES BOY,"1415 Bradbury LN , Austin, TX, 78753",Austin,TX,78753,11/03/2021,Paid in Full,60,100,30290,30290,0,,529431,MBE Capital Partners,1 Bridge Plaza N. # 550,Fort Lee,NJ,07024,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78753-0001,TX-17,1,711130,Unanswered,Unknown/NotStated,,30290,,,,,,Sole Proprietorship,529431,MBE Capital Partners,Fort Lee,NJ,Unanswered,Unanswered,,30696.39,10/28/2021
1673347110,04/10/2020,0681,PPP,402 SECOND FLOOR LLC,"407 East 6th Street, Suite B",AUSTIN,TX,78701-3739,03/05/2021,Paid in Full,24,100,30000,30000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3739,TX-37,9,722410,White,Not Hispanic or Latino,,30000,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Unanswered,,30265.83,02/24/2021
1871347100,04/10/2020,0681,PPP,309 HEAVENS LLC,"407 East 6th Street, Suite B",AUSTIN,TX,78701-3739,02/05/2021,Paid in Full,24,100,30000,30000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3739,TX-37,13,722410,White,Not Hispanic or Latino,,30000,,,,,,Corporation,70134,Horizon Bank SSB,Austin,TX,Female Owned,Non-Veteran,,30239.17,01/26/2021
3429578407,02/05/2021,0681,PPS,PRECINCT 3 LLC,1016 Stagecoach Trl,San Marcos,TX,78666-5129,07/08/2021,Paid in Full,60,100,30000,30000,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,R,N,N,Existing or more than 2 years old,San Marcos,HAYS,TX,78666-5129,TX-15,6,722410,Unanswered,Not Hispanic or Latino,1,29998,,,,,,Limited  Liability Company(LLC),69819,Prosperity Bank,El Campo,TX,Female Owned,Non-Veteran,,30101.92,06/15/2021
4967237002,04/04/2020,0681,PPP,"214 WEST 4TH, LP",801 SPRINGDALE RD,AUSTIN,TX,78702-4041,12/05/2020,Paid in Full,24,100,30000,30000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78702-4041,TX-37,3,722410,Unanswered,Unknown/NotStated,,30000,,,,,,Limited Liability Partnership,70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,30191.5,02/12/2021
1173808400,02/01/2021,0681,PPS,CASTRO HOMES & PROPERTIES FP INC,900 Ranch Road 620 S Ste C104,Lakeway,TX,78734-5618,09/25/2021,Paid in Full,60,100,29469.75,29469.75,0,,447956,Texas Partners Bank,1900 NW Loop 410,SAN ANTONIO,TX,78213-2320,U,N,N,Existing or more than 2 years old,Lakeway,TRAVIS,TX,78734-5618,TX-10,7,722410,Unanswered,Not Hispanic or Latino,1,29465.75,,,,,,Corporation,447956,Texas Partners Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,29628.56,08/25/2021
4661857705,05/01/2020,0681,PPP,RESTLESS WIND INC,138 SOUTH LBJ,SAN MARCOS,TX,78666,06/10/2021,Paid in Full,24,100,29458,29458,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,SAN MARCOS,HAYS,TX,78666-0001,TX-15,14,722410,Unanswered,Unknown/NotStated,,29458,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,29759.84,05/18/2021
5951518805,04/19/2021,0681,PPS,ANASTASIA OZAIN-PORTERIE,11011 Domain Dr,Austin,TX,78758-7764,12/18/2021,Paid in Full,60,100,29166,29166,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78758-7764,TX-37,1,722410,Unanswered,Unknown/NotStated,,29166,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,29318.31,11/03/2021
6438458608,03/23/2021,0681,PPS,MEGAN VAUGHN,310 Lake Cliff Trl,Austin,TX,78746-4677,09/14/2021,Paid in Full,60,100,29000,29000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78746-4677,TX-10,1,722410,Unanswered,Unknown/NotStated,1,28998,,,,,,Self-Employed Individuals,70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,29114.39,08/13/2021
6534058606,03/23/2021,0681,PPS,BOB WOODY,2204 Point Bluff Dr,Austin,TX,78746-6241,08/05/2021,Paid in Full,60,100,29000,29000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78746-6241,TX-10,1,722410,Unanswered,Not Hispanic or Latino,1,28998,,,,,,Sole Proprietorship,70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,29097.47,07/23/2021
6662278607,03/23/2021,0681,PPS,COLT WOODY,1806 Congressional Cir,Austin,TX,78746-7101,08/05/2021,Paid in Full,60,100,29000,29000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78746-7101,TX-10,1,722410,Unanswered,Unknown/NotStated,1,28998,,,,,,Self-Employed Individuals,70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,29097.47,07/23/2021
7149268608,03/23/2021,0681,PPS,ADAM ROGERS,1018 Harwood Pl,Austin,TX,78704-2613,08/05/2021,Paid in Full,60,100,29000,29000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-2613,TX-21,1,722410,Unanswered,Unknown/NotStated,1,28998,,,,,,Self-Employed Individuals,70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,29097.47,07/23/2021
5549727205,04/27/2020,0681,PPP,"D&SW, LLC",1000 PINE CREEK DR,PFLUGERVILLE,TX,78660-2871,03/13/2021,Paid in Full,24,100,28714,28714,0,,69139,Citizens National Bank,118 S Houston,CAMERON,TX,76520-3932,U,N,N,New Business or 2 years or less,PFLUGERVILLE,TRAVIS,TX,78660-2871,TX-17,6,722410,Unanswered,Unknown/NotStated,,22714,,6000,,,,Limited  Liability Company(LLC),69139,Citizens National Bank,CAMERON,TX,Unanswered,Unanswered,,28940.52,02/16/2021
8875348302,01/30/2021,0681,PPP,RICHARD ONTIVEROS,105 S Mays St,Round Rock,TX,78664-5833,10/08/2021,Paid in Full,60,100,28620.73,28620.73,0,,70071,The Granger National Bank,201 W Davilla,GRANGER,TX,76530-5544,U,Y,Y,Existing or more than 2 years old,Round Rock,WILLIAMSON,TX,78664-5833,TX-31,3,722410,Unanswered,Unknown/NotStated,1,28618.73,,,,,,Sole Proprietorship,70071,The Granger National Bank,GRANGER,TX,Unanswered,Unanswered,,28797.22,09/15/2021
4110478600,03/18/2021,0681,PPS,ADURO FILM INC,9201 Brown Ln Ste 201,Austin,TX,78754-4037,11/19/2021,Paid in Full,60,100,28610,28610,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78754-4037,TX-10,2,711130,Unanswered,Unknown/NotStated,,28610,,,,,,Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,28767.32,10/08/2021
