key,value,formatted,unit,source,note,module,macroname
pums_metro_austin_music_n,91,91,unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Austin metro, OCCP 2751 and 2752 pooled, employed base.",pums,NPumsMetroAustinMusicN
pums_metro_austin_music_selfemp,68.03760282021152,68.0%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Austin metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 91 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroAustinMusicSelfemp
pums_metro_austin_music_selfemp_moe,9.678308709074141,+/- 9.7 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Austin metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 91 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroAustinMusicSelfempMoe
pums_metro_austin_music_wtd,2553,"2,553",people,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Austin metro, OCCP 2751 and 2752 pooled, employed base, PWGTP-weighted.",pums,NPumsMetroAustinMusicWtd
pums_metro_dfw_music_medpernp,36714.79270773745,"$36,700",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Dallas-Fort Worth metro, OCCP 2751 and 2752 pooled, ages 18-64, employed with positive earnings; 191 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsMetroDfwMusicMedpernp
pums_metro_dfw_music_medpernp_moe,14802.56909335162,"+/- $14,800","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Dallas-Fort Worth metro, OCCP 2751 and 2752 pooled, ages 18-64, employed with positive earnings; 191 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsMetroDfwMusicMedpernpMoe
pums_metro_dfw_music_n,191,191,unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Dallas-Fort Worth metro, OCCP 2751 and 2752 pooled, employed base.",pums,NPumsMetroDfwMusicN
pums_metro_dfw_music_selfemp,40.62153163152054,40.6%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Dallas-Fort Worth metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 191 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroDfwMusicSelfemp
pums_metro_dfw_music_selfemp_moe,7.55357689373287,+/- 7.6 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Dallas-Fort Worth metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 191 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroDfwMusicSelfempMoe
pums_metro_dfw_music_wtd,4505,"4,505",people,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Dallas-Fort Worth metro, OCCP 2751 and 2752 pooled, employed base, PWGTP-weighted.",pums,NPumsMetroDfwMusicWtd
pums_metro_houston_music_medpernp,43924.63772518466,"$43,900",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Houston metro, OCCP 2751 and 2752 pooled, ages 18-64, employed with positive earnings; 117 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsMetroHoustonMusicMedpernp
pums_metro_houston_music_medpernp_moe,15974.31140460174,"+/- $16,000","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Houston metro, OCCP 2751 and 2752 pooled, ages 18-64, employed with positive earnings; 117 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsMetroHoustonMusicMedpernpMoe
pums_metro_houston_music_n,117,117,unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Houston metro, OCCP 2751 and 2752 pooled, employed base.",pums,NPumsMetroHoustonMusicN
pums_metro_houston_music_selfemp,46.88676513176948,46.9%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Houston metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 117 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroHoustonMusicSelfemp
pums_metro_houston_music_selfemp_moe,11.15372885314253,+/- 11.2 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Houston metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 117 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroHoustonMusicSelfempMoe
pums_metro_houston_music_wtd,3453,"3,453",people,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Houston metro, OCCP 2751 and 2752 pooled, employed base, PWGTP-weighted.",pums,NPumsMetroHoustonMusicWtd
pums_metro_sanantonio_music_medpernp,17210.05908175193,"$17,200",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"San Antonio metro, OCCP 2751 and 2752 pooled, ages 18-64, employed with positive earnings; 53 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsMetroSanantonioMusicMedpernp
pums_metro_sanantonio_music_medpernp_moe,8302.829796950024,"+/- $8,300","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. San Antonio metro, OCCP 2751 and 2752 pooled, ages 18-64, employed with positive earnings; 53 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsMetroSanantonioMusicMedpernpMoe
pums_metro_sanantonio_music_n,54,54,unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"San Antonio metro, OCCP 2751 and 2752 pooled, employed base.",pums,NPumsMetroSanantonioMusicN
pums_metro_sanantonio_music_selfemp,36.65620094191523,36.7%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"San Antonio metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 54 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroSanantonioMusicSelfemp
pums_metro_sanantonio_music_selfemp_moe,15.52013010787312,+/- 15.5 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. San Antonio metro, OCCP 2751 and 2752 pooled, ages 18-64, employed; 54 unweighted records. Share with COW 6 or 7.",pums,NPumsMetroSanantonioMusicSelfempMoe
pums_metro_sanantonio_music_wtd,1274,"1,274",people,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"San Antonio metro, OCCP 2751 and 2752 pooled, employed base, PWGTP-weighted.",pums,NPumsMetroSanantonioMusicWtd
pums_musiccensus_tenk_2025usd,13828.84901904321,"$13,800",2025 dollars,03_analysis/out/cpi_annual.dta,"The 2013 Austin Music Census used a 10,000 dollar annual-earnings threshold. Converted with the CPI-U all-items annual average, factor 1.3829. The 2025 annual average uses an imputed October 2025 value because the federal funding lapse suspended CPI collection that month.",pums,NPumsMusiccensusTenkTwoZeroTwoFiveusd
pums_nonpos_earn_records,430,430,unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Employed Texans 18-64 reporting zero or negative earnings from work; PERNP nets business losses, so it can go below zero.",pums,NPumsNonposEarnRecords
pums_occ2634_medpernp_pos,52132.18152622582,"$52,100",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Graphic designers (OCCP 2634), Texas, ages 18-64, employed with positive earnings; 1028 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSixThreeFourMedpernpPos
pums_occ2634_medpernp_pos_moe,1897.677241975306,"+/- $1,900","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Graphic designers (OCCP 2634), Texas, ages 18-64, employed with positive earnings; 1028 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSixThreeFourMedpernpPosMoe
pums_occ2634_selfemp,22.98081422554984,23.0%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Graphic designers (OCCP 2634), Texas, ages 18-64, employed; 1030 unweighted records, 21,370 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSixThreeFourSelfemp
pums_occ2634_selfemp_moe,2.57412214070786,+/- 2.6 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Graphic designers (OCCP 2634), Texas, ages 18-64, employed; 1030 unweighted records, 21,370 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSixThreeFourSelfempMoe
pums_occ2700_medpernp_pos,12276.50881164971,"$12,300",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Actors (OCCP 2700), Texas, ages 18-64, employed with positive earnings; 76 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenZeroZeroMedpernpPos
pums_occ2700_medpernp_pos_moe,10500.07434773298,"+/- $10,500","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Actors (OCCP 2700), Texas, ages 18-64, employed with positive earnings; 76 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenZeroZeroMedpernpPosMoe
pums_occ2700_selfemp,44.3609022556391,44.4%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Actors (OCCP 2700), Texas, ages 18-64, employed; 76 unweighted records, 1,596 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenZeroZeroSelfemp
pums_occ2700_selfemp_moe,11.23798831558406,+/- 11.2 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Actors (OCCP 2700), Texas, ages 18-64, employed; 76 unweighted records, 1,596 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenZeroZeroSelfempMoe
pums_occ2710_medpernp_pos,61956.21269430694,"$62,000",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Producers and directors (OCCP 2710), Texas, ages 18-64, employed with positive earnings; 478 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenOneZeroMedpernpPos
pums_occ2710_medpernp_pos_moe,3139.10597440425,"+/- $3,100","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Producers and directors (OCCP 2710), Texas, ages 18-64, employed with positive earnings; 478 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenOneZeroMedpernpPosMoe
pums_occ2710_selfemp,25.7131916523071,25.7%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Producers and directors (OCCP 2710), Texas, ages 18-64, employed; 479 unweighted records, 10,446 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenOneZeroSelfemp
pums_occ2710_selfemp_moe,3.77845038691107,+/- 3.8 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Producers and directors (OCCP 2710), Texas, ages 18-64, employed; 479 unweighted records, 10,446 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenOneZeroSelfempMoe
pums_occ2740_medpernp_pos,24508.74421730026,"$24,500",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Dancers and choreographers (OCCP 2740), Texas, ages 18-64, employed with positive earnings; 66 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenFourZeroMedpernpPos
pums_occ2740_medpernp_pos_moe,6923.569576692796,"+/- $6,900","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Dancers and choreographers (OCCP 2740), Texas, ages 18-64, employed with positive earnings; 66 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenFourZeroMedpernpPosMoe
pums_occ2740_selfemp,33.29792883696229,33.3%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Dancers and choreographers (OCCP 2740), Texas, ages 18-64, employed; 66 unweighted records, 1,883 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenFourZeroSelfemp
pums_occ2740_selfemp_moe,12.39206210924707,+/- 12.4 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Dancers and choreographers (OCCP 2740), Texas, ages 18-64, employed; 66 unweighted records, 1,883 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenFourZeroSelfempMoe
pums_occ2751_medpernp_pos,64667.21758738622,"$64,700",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Music directors and composers (OCCP 2751), Texas, ages 18-64, employed with positive earnings; 122 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenFiveOneMedpernpPos
pums_occ2751_medpernp_pos_moe,7754.721544975116,"+/- $7,800","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Music directors and composers (OCCP 2751), Texas, ages 18-64, employed with positive earnings; 122 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenFiveOneMedpernpPosMoe
pums_occ2751_selfemp,29.73780285429804,29.7%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Music directors and composers (OCCP 2751), Texas, ages 18-64, employed; 122 unweighted records, 3,013 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenFiveOneSelfemp
pums_occ2751_selfemp_moe,10.76124703049365,+/- 10.8 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Music directors and composers (OCCP 2751), Texas, ages 18-64, employed; 122 unweighted records, 3,013 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenFiveOneSelfempMoe
pums_occ2752_medpernp_pos,25099.79298581981,"$25,100",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Musicians and singers (OCCP 2752), Texas, ages 18-64, employed with positive earnings; 498 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenFiveTwoMedpernpPos
pums_occ2752_medpernp_pos_moe,2690.317702177011,"+/- $2,700","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Musicians and singers (OCCP 2752), Texas, ages 18-64, employed with positive earnings; 498 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoSevenFiveTwoMedpernpPosMoe
pums_occ2752_selfemp,51.52719145766079,51.5%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Musicians and singers (OCCP 2752), Texas, ages 18-64, employed; 500 unweighted records, 12,081 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenFiveTwoSelfemp
pums_occ2752_selfemp_moe,4.85664254111764,+/- 4.9 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Musicians and singers (OCCP 2752), Texas, ages 18-64, employed; 500 unweighted records, 12,081 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoSevenFiveTwoSelfempMoe
pums_occ2850_medpernp_pos,53889.34798948851,"$53,900",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Writers and authors (OCCP 2850), Texas, ages 18-64, employed with positive earnings; 646 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoEightFiveZeroMedpernpPos
pums_occ2850_medpernp_pos_moe,5655.186364501099,"+/- $5,700","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Writers and authors (OCCP 2850), Texas, ages 18-64, employed with positive earnings; 646 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoEightFiveZeroMedpernpPosMoe
pums_occ2850_selfemp,33.93865503080082,33.9%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Writers and authors (OCCP 2850), Texas, ages 18-64, employed; 654 unweighted records, 15,584 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoEightFiveZeroSelfemp
pums_occ2850_selfemp_moe,4.70805126286337,+/- 4.7 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Writers and authors (OCCP 2850), Texas, ages 18-64, employed; 654 unweighted records, 15,584 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoEightFiveZeroSelfempMoe
pums_occ2905_medpernp_pos,53551.60611480107,"$53,600",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Media, AV and sound equipment workers (OCCP 2905), Texas, ages 18-64, employed with positive earnings; 389 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoNineZeroFiveMedpernpPos
pums_occ2905_medpernp_pos_moe,7738.605032781799,"+/- $7,700","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Media, AV and sound equipment workers (OCCP 2905), Texas, ages 18-64, employed with positive earnings; 389 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoNineZeroFiveMedpernpPosMoe
pums_occ2905_selfemp,16.69634440138263,16.7%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Media, AV and sound equipment workers (OCCP 2905), Texas, ages 18-64, employed; 390 unweighted records, 9,547 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoNineZeroFiveSelfemp
pums_occ2905_selfemp_moe,3.73341895604451,+/- 3.7 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Media, AV and sound equipment workers (OCCP 2905), Texas, ages 18-64, employed; 390 unweighted records, 9,547 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoNineZeroFiveSelfempMoe
pums_occ2910_medpernp_pos,36763.1163259504,"$36,800",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Photographers (OCCP 2910), Texas, ages 18-64, employed with positive earnings; 580 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoNineOneZeroMedpernpPos
pums_occ2910_medpernp_pos_moe,1773.365651867171,"+/- $1,800","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Photographers (OCCP 2910), Texas, ages 18-64, employed with positive earnings; 580 unweighted records. Median personal earnings, ADJINC then CPI-U to 2025 dollars.",pums,NPumsOccTwoNineOneZeroMedpernpPosMoe
pums_occ2910_selfemp,56.33779676332868,56.3%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Photographers (OCCP 2910), Texas, ages 18-64, employed; 584 unweighted records, 12,173 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoNineOneZeroSelfemp
pums_occ2910_selfemp_moe,4.29243062160278,+/- 4.3 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Photographers (OCCP 2910), Texas, ages 18-64, employed; 584 unweighted records, 12,173 weighted. Share with COW 6 or 7.",pums,NPumsOccTwoNineOneZeroSelfempMoe
pums_pos_records,554672,"554,672",unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,Positive-earnings base: employed base with PERNP > 0. PERNP can be zero or negative because it nets self-employment losses.,pums,NPumsPosRecords
pums_reg_music_coef,-.289745931489394,-0.290,log points,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Coefficient on a music-occupation indicator (OCCP 2751 or 2752) in a survey-weighted OLS of log personal earnings, Texas workers 18-64 with positive earnings, controlling for age, age squared, sex, five education bins, usual hours, weeks worked and metro fixed effects. SDR standard errors from PWGTP1-PWGTP80. Descriptive conditional gap, not a causal estimate.",pums,NPumsRegMusicCoef
pums_reg_music_pctgap,-25.1546298058725,-25.2%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Music coefficient expressed as a percentage difference, 100*(exp(b)-1). 95 percent CI -32.7 to -16.8 percent. Conditional association, not the earnings penalty of choosing music.",pums,NPumsRegMusicPctgap
pums_reg_music_se,.0539685450234412,0.054,log points,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,SDR standard error of the music coefficient.,pums,NPumsRegMusicSe
