category,issuing_body,title,vintage,retrieval_date,url,workstream,limitation_note
News and trade coverage,Austin Chronicle,In the Pocket: The Lost Well Relocates to Its Dream Home on Airport,2025-08-14,2026-08-01,https://www.austinchronicle.com/columns/in-the-pocket-the-lost-well-relocates-to-its-dream-home-on-airport-13406522/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Live Music Venue Parish Is Moving Again,2025-05-15,2026-08-01,https://www.austinchronicle.com/daily/music/2025-05-15/live-music-venue-parish-is-moving-again/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Eastside Venue The Coral Snake Has Closed,2025-01-21,2026-08-01,https://austinchronicle.com/daily/music/2025-01-21/eastside-venue-the-coral-snake-has-closed,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Closures Abound for Beloved Austin Hangouts and More Culture News,2024-10-24,2026-08-01,https://www.austinchronicle.com/music/closures-abound-for-beloved-austin-hangouts-and-more-culture-news-13284302/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,"Rally Austin Lends Empire Control Room Team $2.2 Million to Buy Garage, Expand",2024-10-01,2026-08-01,https://www.austinchronicle.com/music/rally-austin-lends-empire-control-room-team-22-million-to-buy-garage-expand-13286511/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Why Venues Are Struggling to Stay Open in the Live Music Capital of the World,2024-07-11,2026-08-01,https://www.austinchronicle.com/music/why-venues-are-struggling-to-stay-open-in-the-live-music-capital-of-the-world-13283901/,08_venues_ecosystem,updated 2025-09-30
News and trade coverage,Austin Chronicle,What Hole in the Wall’s Freshly Inked 20-Year Lease Means for Other At-Risk Venues (Genevieve Wood),2023-08-24,2026-08-01,https://www.austinchronicle.com/music/2023-08-25/what-hole-in-the-walls-freshly-inked-20-year-lease-means-for-other-at-risk-venues/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Former Sidewinder Space Now Open as After-Hours Club The Cut,2023-01-13,2026-08-01,https://www.austinchronicle.com/music/former-sidewinder-space-now-open-as-after-hours-club-the-cut-12834091/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,"The 13th Floor Moves to 711 Red River, Formerly Beerland and the Green Jay",2022-08-29,2026-08-01,https://www.austinchronicle.com/music/the-13th-floor-moves-to-711-red-river-formerly-beerland-and-the-green-jay-12833777/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Team Behind Barracuda to Open Chess Club in Former Plush Location,2022-03-10,2026-08-01,https://www.austinchronicle.com/daily/music/2022-03-10/team-behind-barracuda-to-open-chess-club-in-former-plush-location/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Faster Than Sound: Should the Live Music Fund Go to Musicians or Venues?,2021-11-04,2026-08-01,https://www.austinchronicle.com/music/faster-than-sound-should-the-live-music-fund-go-to-musicians-or-venues-12124639/,04_city_programs_lmf,
News and trade coverage,Austin Chronicle,Faster Than Sound: Recapping the Year SXSW Got Canceled,2020-12-30,2026-08-01,https://www.austinchronicle.com/music/2021-01-01/recapping-the-year-sxsw-got-canceled/,05_music_census_pay_surveys,
News and trade coverage,Austin Chronicle,Faster Than Sound: City of Austin Delays Venue Funding – Again,2020-11-25,2026-08-01,https://www.austinchronicle.com/music/2020-11-27/faster-than-sound-city-of-austin-delays-venue-funding-again/,05_music_census_pay_surveys,
News and trade coverage,Austin Chronicle,Faster Than Sound: It’s Now or Never for a Music Venue Preservation Fund,2020-09-24,2026-08-01,https://www.austinchronicle.com/music/2020-09-25/faster-than-sound-its-now-or-never-for-a-music-venue-preservation-fund/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Faster Than Sound: Austin Music Venues Are Out of Money,2020-06-18,2026-08-01,https://www.austinchronicle.com/music/faster-than-sound-austin-music-venues-are-out-of-money-11777766/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Sidewinder Closes,2018-05-18,2026-08-01,https://www.austinchronicle.com/music/sidewinder-closes-12098951/,08_venues_ecosystem,
News and trade coverage,Austin Chronicle,Can a Working Musician Find a Decent Job in This Town?,2017-01-26,2026-08-01,https://www.austinchronicle.com/music/2017-01-27/can-a-working-musician-find-a-decent-job-in-this-town/,05_music_census_pay_surveys,
News and trade coverage,Austin Chronicle,We Can’t Make It Here Anymore,2016-05-26,2026-08-01,https://www.austinchronicle.com/music/2016-05-27/we-cant-make-it-here-anymore/,05_music_census_pay_surveys,
News and trade coverage,Austin Chronicle,Playback: Austin Music Census,2015-06-04,2026-08-01,https://www.austinchronicle.com/music/2015-06-05/playback-austin-music-census/,05_music_census_pay_surveys,
News and trade coverage,Austin Chronicle,Playback: Holy Mountain and Red 7 in Danger of Losing Leases,2015-05-14,2026-08-01,https://www.austinchronicle.com/music/2015-05-15/playback-holy-mountain-and-red-7-in-danger-of-losing-leases/,08_venues_ecosystem,
News and trade coverage,KUT,Austin Opens Applications for $23 Million in Arts and Music Grants,2026-07-08,2026-08-01,https://www.kut.org/life-arts/2026-07-08/austin-tx-arts-music-grants-applications-open-acme,05_music_census_pay_surveys,
News and trade coverage,KUT,SIMS Foundation Launches the Dick Chalmers Music Venue Program,2026-01-05,2026-08-01,https://www.kut.org/health/2026-01-05/sims-foundation-austin-tx-dick-chalmers-music-venue-program-mental-health-fund,05_music_census_pay_surveys,the fund’s dollar size is not published in this article
News and trade coverage,KUT,"After Reset, Austin Opens Live Music Fund Applications With More Money Available",2025-10-21,2026-08-01,https://www.kut.org/austin/2025-10-21/live-music-fund-austin-tx-grants-musicians-acme,05_music_census_pay_surveys,
News and trade coverage,KUT,These Four Austin Artists Offer a Blueprint for Making a Living as a Musician,2025-06-23,2026-08-01,https://www.kut.org/life-arts/2025-06-23/these-four-austin-artists-offer-a-blueprint-for-making-a-living-as-a-musician,05_music_census_pay_surveys,
News and trade coverage,KUT,"Austin, Texas Closed Businesses 2024",2024-12-18,2026-08-01,https://www.kut.org/austin/2024-12-18/austin-texas-closed-businesses-2024,08_venues_ecosystem,
News and trade coverage,KUT,SXSW Says It Won’t Partner With the U.S. Army – or Weapons Manufacturers – in 2025,2024-06-26,2026-08-01,https://www.kut.org/austin/2024-06-26/sxsw-wont-partner-with-u-s-army-weapons-manufacturers-2025,05_music_census_pay_surveys,
News and trade coverage,KUT,Coconut Club Is Still on Track to Close Down,2023-12-05,2026-08-01,https://www.kut.org/business/2023-12-05/coconut-club-is-still-on-track-to-close-down,08_venues_ecosystem,
News and trade coverage,KUT,City Department Bumps Up Set Pay for Musicians It Books,2022-03-17,2026-08-01,https://www.kut.org/austin/2022-03-17/city-department-bumps-up-set-pay-for-musicians-it-books-other-austin-agencies-could-follow-suit,05_music_census_pay_surveys,
News and trade coverage,KUT,The City Has Millions to Support the Austin Music Scene. But Who Gets the Money?,2022-03-01,2026-08-01,https://www.kut.org/austin/2022-03-01/the-city-has-millions-of-dollars-to-support-the-austin-music-scene-but-who-gets-the-money,05_music_census_pay_surveys,
News and trade coverage,KUT,Same as It Ever Was: Musician Pay for Live Shows in Austin Hasn’t Changed in 40 Years,2022-02-15,2026-08-01,https://www.kut.org/austin/2022-02-15/same-as-it-ever-was-musician-pay-for-live-shows-in-austin-hasnt-changed-in-40-years,05_music_census_pay_surveys,
News and trade coverage,KUT,Live Gigs Don’t Always Pay the Bills (Tee Double),2022-02-01,2026-08-01,https://www.kut.org/business/2022-02-01/live-music-tee-double,05_music_census_pay_surveys,
News and trade coverage,KUT,Survey Finds Majority of Austin’s Live Music Venues Could Close for Good,2020-07-10,2026-08-01,https://www.kut.org/austin/2020-07-10/survey-finds-majority-of-austins-live-music-venues-could-close-for-good,08_venues_ecosystem,
News and trade coverage,KUT,"Report: Austin Music Is Now a $1.8-Billion Industry, But the Local Scene Is Struggling",2016-02-22,2026-08-01,https://www.kut.org/post/report-austin-music-now-18-billion-industry-local-scene-struggling,05_music_census_pay_surveys,
News and trade coverage,KUT,The Rising Costs & Gender Disparity Within Austin’s Music Scene,2015-08-25,2026-08-01,https://www.kut.org/austin/2015-08-25/the-rising-costs-gender-disparity-within-austins-music-scene,05_music_census_pay_surveys,
News and trade coverage,KUT,"One-Fifth of Austin’s Musicians Live Below Federal Poverty Level, Census Says",2015-06-01,2026-08-01,https://www.kut.org/austin/2015-06-01/one-fifth-of-austins-musicians-live-below-federal-poverty-level-census-says,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,Dozens of City Music Grants Stalled Over Missing Final Reports,2025-06-19,2026-08-01,https://austinmonitor.com/stories/2025/06/dozens-of-city-music-grants-stalled-over-missing-final-reports/,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,Live Music Fund Collections Show Hotel Taxes Dipped Slightly Last Fiscal Year,2024-12-09,2026-08-01,https://austinmonitor.com/stories/2024/12/live-music-fund-collections-show-hotel-taxes-dipped-slightly-last-fiscal-year/,04_city_programs_lmf,
News and trade coverage,Austin Monitor,"Auditor Examines City’s Shifting Funding, Expectations for Cultural Arts Grants",2024-10-30,2026-08-01,https://austinmonitor.com/stories/2024/10/auditor-examines-citys-shifting-funding-expectations-for-cultural-arts-grants/,04_city_programs_lmf,
News and trade coverage,Austin Monitor,Music Census Leaders Try New Approach With Lessons From Other Cities,2022-08-10,2026-08-01,https://austinmonitor.com/stories/2022/08/music-census-leaders-try-new-approach-with-lessons-from-other-cities/,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,Survey Predicts 90 Percent of Austin Live Music Venues to Close by Halloween,2020-07-08,2026-08-01,https://austinmonitor.com/stories/2020/07/survey-predicts-90-percent-of-austin-live-music-venues-to-close-by-halloween/,08_venues_ecosystem,
News and trade coverage,Austin Monitor,HAAM Seeks City Help to Offset Expected $1M Shortfall,2020-06-08,2026-08-01,https://www.austinmonitor.com/stories/2020/06/haam-seeks-city-help-to-offset-expected-1m-shortfall/,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,"Council Approves $2.5 Million in Aid to Musicians, Artists Impacted by Covid-19",2020-04-24,2026-08-01,https://www.austinmonitor.com/stories/2020/04/council-approves-2-5-million-in-aid-to-musicians-artists-impacted-by-covid-19/,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,"Council Approves $3M Annually From Hotel Tax for Musicians, Venues",2019-09-23,2026-08-01,https://www.austinmonitor.com/stories/2019/09/council-approves-3m-annually-from-hotel-tax-for-musicians-venues/,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,"Another Report, Same Story: Austin’s Too Pricey for Artists",2018-07-16,2026-08-01,https://www.austinmonitor.com/stories/2018/07/another-report-same-story-austins-too-pricey-for-artists/,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,Study: Red River Music Venues Face ‘11th Hour’ Endangerment,2017-04-21,2026-08-01,https://www.austinmonitor.com/stories/2017/04/study-red-river-music-venues-face-11th-hour-endangerment/,05_music_census_pay_surveys,
News and trade coverage,Austin Monitor,Austin Music Census Reveals Fault Lines in Industry,2015-06-01,2026-08-01,https://austinmonitor.com/stories/2015/06/austin-music-census-reveals-fault-lines-in-industry/,05_music_census_pay_surveys,
News and trade coverage,Community Impact,Over $2B in Local Impact: Findings From Red River Cultural District’s Economic Impact Report,2026-04-02,2026-08-01,https://communityimpact.com/austin/central-austin/business/2026/04/02/over-2b-in-local-impact-findings-from-red-river-cultural-districts-economic-impact-report/,08_venues_ecosystem,"the $23.1 million tax-revenue figure and the 1,040-artist figure came from this and similar secondary coverage, not from the RRCD report page itself; verify against the full PDF"
News and trade coverage,Community Impact,"Nutty Brown Amphitheatre Announces Nov. 28 Closure, Final Shows Before Move to Round Rock",2021-09-27,2026-08-01,https://communityimpact.com/austin/southwest-austin-dripping-springs/arts-entertainment/2021/09/27/nutty-brown-amphitheatre-announces-nov-28-closure-final-shows-before-move-to-round-rock/,08_venues_ecosystem,
News and trade coverage,Community Impact,Far Out Lounge Owner of Venue With History Hopes to Keep South Austin Spirit Alive,2021-09-24,2026-08-01,https://communityimpact.com/austin/southwest-austin-dripping-springs/business/2021/09/24/far-out-lounge-owner-of-venue-with-history-hopes-to-keep-south-austin-spirit-alive/,08_venues_ecosystem,
News and trade coverage,Community Impact,"Downtown Austin Closings: Pink Avocado Catering, Mugshots, The North Door Will Not Reopen",2020-09-14,2026-08-01,https://communityimpact.com/austin/central-austin/business/2020/09/14/downtown-austin-closings-pink-avocado-catering-mugshots-the-north-door-will-not-reopen/,08_venues_ecosystem,
News and trade coverage,Community Impact,Red River Nightclub Plush Announces Permanent Closure,2020-06-08,2026-08-01,https://communityimpact.com/austin/central-austin/impacts/2020/06/08/red-river-nightclub-plush-announces-permanent-closure/,08_venues_ecosystem,
News and trade coverage,Community Impact,"In Nod to Austin’s Live Music Industry, City Council Carves Out More Than $3 Million in Hotel Tax Funding",2019-09-19,2026-08-01,https://communityimpact.com/austin/central-austin/arts-entertainment/2019/09/19/in-nod-to-austins-live-music-industry-city-council-carves-out-more-than-3-million-in-hotel-tax-funding/,05_music_census_pay_surveys,
News and trade coverage,CultureMap Austin,"Another Popular Austin Music Venue Shutters, Blaming High Rents and COVID-19 Crisis",2020-06-11,2026-08-01,https://austin.culturemap.com/news/restaurants-bars/06-11-20-another-popular-austin-music-venue-shutters-blaming-high-rents-and-covid-19-crisis/,08_venues_ecosystem,
News and trade coverage,CultureMap Austin,Downtown Austin Music Venue Shutters,2020-06-10,2026-08-01,https://austin.culturemap.com/news/entertainment/06-10-20-downtown-austin-music-venue-shutters-barracuda/,08_venues_ecosystem,
News and trade coverage,CultureMap Austin,"Exclusive Photos: First Inside Look, Antone’s New Location Fifth Street Downtown",2016-01-12,2026-08-01,https://austin.culturemap.com/news/entertainment/01-12-16-exclusive-photos-first-inside-look-antones-new-location-fifth-steet-downtown/,08_venues_ecosystem,
News and trade coverage,CultureMap Austin,Looking Back at Austin’s Biggest Music Venue and Club Closings of 2015,2015-12-23,2026-08-01,https://austin.culturemap.com/news/entertainment/12-23-15-bar-music-venue-closings-closures-list-austin-trend-2015/,05_music_census_pay_surveys,
News and trade coverage,CultureMap Austin,"Sidewinder, New Venue, Red River Cultural District",2015-08-05,2026-08-01,https://austin.culturemap.com/news/entertainment/08-05-15-sidewinder-new-venue-red-river-cutlural-district/,08_venues_ecosystem,
News and trade coverage,NPR,Bands at SXSW Are Calling for Better Pay,2023-03-16,2026-08-01,https://www.npr.org/2023/03/16/1164053499/bands-at-sxsw-are-calling-for-better-pay,05_music_census_pay_surveys,
News and trade coverage,PBS NewsHour,Skyrocketing Cost of Living Threatens Austin’s Status as Live Music Capital,2023-07-05,2026-08-01,https://www.pbs.org/newshour/show/skyrocketing-cost-of-living-threatens-austins-status-as-live-music-capital-of-the-world,05_music_census_pay_surveys,
News and trade coverage,KXAN,Hotel Occupancy Tax Collections for Austin Live Music Fund Up 8% So Far This Fiscal Year,2026-07,2026-08-01,https://www.kxan.com/news/local/austin/hotel-occupancy-tax-collections-for-austin-live-music-fund-up-8-so-far-this-fiscal-year/,04_city_programs_lmf,page returns 403 to automated retrieval; figure taken from a search-result summary and not independently verified
News and trade coverage,KXAN,Broken Spoke Among Austin’s Heritage Preservation Grant Recipients,2026,2026-08-01,https://www.kxan.com/news/local/austin/broken-spoke-among-austins-heritage-preservation-grant-recipients/,08_venues_ecosystem,"reached via search-result summary, not independently fetched"
News and trade coverage,KXAN,"East 6th Street’s B.D. Riley’s Irish Pub, Dirty Dog Bar Closing Doors Permanently",2020,2026-08-01,https://www.kxan.com/news/business/east-6th-streets-b-d-rileys-irish-pub-dirty-dog-bar-closing-doors-permanently/,08_venues_ecosystem,"reached via search-result summary, not independently fetched"
News and trade coverage,KVUE,"Spider House Cafe Permanently Closed, Ballroom Remains",2020,2026-08-01,https://www.kvue.com/article/money/business/spider-house-cafe-permanently-closed-ballroom-remains/269-39555d13-55dc-437f-bd9a-5226f2c379be,08_venues_ecosystem,"reached via search-result summary, not independently fetched"
News and trade coverage,KVUE,"SIMS Foundation Revamping Mental Health, Recovery Resources for Musicians",undated (context suggests November 2024),2026-08-01,https://www.kvue.com/article/news/local/sims-foundation-revamping-mental-health-recovery-resources-musicians-austin/269-0daa1622-06d9-4ee1-8d10-b21512a9cfe2,05_music_census_pay_surveys,the year of the reported 90-day service pause is not stated in the retrieved material
News and trade coverage,Denton Record-Chronicle,Denton Music Venues Get a Boost From Texas Music Incubator Rebate Program,2024-11-07,2026-08-01,https://dentonrc.com/news/denton/denton-music-venues-get-a-boost-from-texas-music-incubator-rebate-program-and-applications-are/article_9bd04fa6-9d5f-11ef-aaf9-07deb2c677fd.html,06_state_policy_benchmark,the sole located source for round-one Texas Music Incubator Rebate figures; its own average and total are arithmetically inconsistent
News and trade coverage,KCBD (Lubbock),"Texas Music Office, Lubbock Cultural Arts Foundation Host Texas Music Incubator Rebate Program Workshop",2025-08-27,2026-08-01,https://www.kcbd.com/2025/08/27/texas-music-office-lubbock-cultural-arts-foundation-host-texas-music-incubator-rebate-program-workshop/,06_state_policy_benchmark,
News and trade coverage,New York Focus,New York Gave These Broadway Shows Millions – And They Flopped Anyway (Nick Garber),2026-03-19,2026-08-01,https://nysfocus.com/2026/03/19/new-york-broadway-tax-credit-flops,06_state_policy_benchmark,"the only source for the per-show allocation list, obtained by the outlet via a Freedom of Information Law request; the underlying data is ESD’s, the framing is the outlet’s"
News and trade coverage,KERA News,Texas Commission on the Arts Budget Increase,2025-05-30,2026-08-01,https://www.keranews.org/arts-culture/2025-05-30/texas-commission-on-the-arts-budget-increase,03_creative_economy_bea,
News and trade coverage,GovTech,Austin Music Census Data Ignites Squabble Over Open Records Requests,2015-10,2026-08-01,https://www.govtech.com/dc/articles/austin-music-census-data-ignites-squabble-over-open-records-requests.html,05_music_census_pay_surveys,
News and trade coverage,Variety,Songwriters Are Getting Screwed by Streaming Even Worse Than They’d Thought,2024,2026-08-01,https://variety.com/2024/music/news/songwriters-are-getting-screwed-by-streaming-midia-1236090862/,11_streaming_royalties,secondary summary of a MIDiA-linked study
News and trade coverage,Variety,Music Venues Foresee Permanent Closure,2020,2026-08-01,https://variety.com/2020/music/news/music-venues-foresee-permanent-closure-1234629793,08_venues_ecosystem,reports the 2020 NIVA membership poll (90% expected permanent closure without federal aid)
News and trade coverage,Variety,"...More Than 1,500 Artists Earned Over $1 Million...",2026-03,2026-08-01,https://variety.com/2026/digital/news/spotify-says-more-than-1500-artists-earned-1-million-in-royalties-2025-1236684566/,11_streaming_royalties,
News and trade coverage,Axios,Austin Music Venues $113 Million COVID Relief Grants,2021-09-29,2026-08-01,https://www.axios.com/2021/09/29/austin-music-venues-113-million-covid-relief-grants,08_venues_ecosystem,headline figure from search results; article not independently fetched. Cross-check against SBA SVOG award data before citing
News and trade coverage,BroadwayWorld,The 11th Annual Sonic Guild Ball Returns This Month,2025-01-06,2026-08-01,https://www.broadwayworld.com/austin/article/The-11th-Annual-SONIC-GUILD-BALL-Returns-This-Month-20250106,05_music_census_pay_surveys,
News and trade coverage,Cascade PBS,"After Raising $1.75M, Austin Musicians’ Black Fret Hopes to Keep Music Playing (in Seattle)",2020-01,2026-08-01,https://www.cascadepbs.org/culture/2020/01/after-raising-175m-austin-musicians-black-fret-hopes-keep-music-playing-seattle/,05_music_census_pay_surveys,
News and trade coverage,Billboard,"Citi Report on the Music Industry, Dissected (Robert Levine)",2018-08-13,2026-08-01,https://www.billboard.com/articles/business/8469860/citi-music-industry-report-dissected-analysis,05_music_census_pay_surveys,
News and trade coverage,Billboard,Music Biz Slams Citi Report (Cherie Hu),2018-08-10,2026-08-01,https://www.billboard.com/music/music-news/citi-report-music-biz-industry-artist-revenue-inconsistent-analysis-8469666/,05_music_census_pay_surveys,
News and trade coverage,Billboard,"Nonprofit Black Fret, a Subscription Service for Local Music",2022,2026-08-01,https://www.billboard.com/pro/nonprofit-black-fret-subscription-local-music/,05_music_census_pay_surveys,
News and trade coverage,Music Business Worldwide,"80 Artists Generated $10m Each From Spotify Last Year, 1,500 Generated $1m: Here’s the Full Breakdown",2026-03,2026-08-01,https://www.musicbusinessworldwide.com/80-artists-generated-10m-each-from-spotify-last-year-1500-generated-1m-heres-the-full-breakdown/,11_streaming_royalties,
News and trade coverage,Music Business Worldwide,The MLC Nears $2.5bn in Royalty Distributions to Songwriters and Publishers Since 2021,2024-10,2026-08-01,https://musicbusinessworldwide.com/the-mlc-nears-2-5bn-in-royalty-distributions-to-songwriters-and-publishers-since-2021/,11_streaming_royalties,
News and trade coverage,MusicRow,The MLC Marks Growth At Annual Membership Meeting,2025-10,2026-08-01,https://musicrow.com/2025/10/the-mlc-marks-growth-at-annual-membership-meeting/,11_streaming_royalties,
News and trade coverage,Digital Music News,SoundExchange Payouts Edge Upward 5% in 2024,2025-02-25,2026-08-01,https://www.digitalmusicnews.com/2025/02/25/soundexchange-payouts-data-2024-us-based/,11_streaming_royalties,
News and trade coverage,Digital Music News,MLC “Unmatched Royalties” Hit $561MM in 2021,2023-02-03,2026-08-01,https://www.digitalmusicnews.com/2023/02/03/mechanical-licensing-collective-black-box-royalties/,11_streaming_royalties,not reconciled with later $397--424M black-box figures cited elsewhere; flagged discrepancy
News and trade coverage,Music Ally,80 Artists Are Generating $10m-Plus of Spotify Payouts a Year,2026-03-11,2026-08-01,https://musically.com/2026/03/11/80-artists-are-generating-10m-plus-of-spotify-payouts-a-year/,11_streaming_royalties,
News and trade coverage,Music Ally,Spotify Slams ‘Ridiculous and Unfounded’ Duetti Report,2025-01-24,2026-08-01,https://musically.com/2025/01/24/spotify-slams-ridiculous-and-unfounded-duetti-report/,11_streaming_royalties,
News and trade coverage,Music Ally,SoundExchange Has Distributed More Than $7bn Since 2003,2020-04-14,2026-08-01,https://musically.com/2020/04/14/soundexchange-has-distributed-more-than-7bn-since-2003/,11_streaming_royalties,
News and trade coverage,PR Newswire,SoundExchange Surpasses $12 Billion Cumulative Distribution Milestone,2025-02,2026-08-01,https://www.prnewswire.com/news-releases/soundexchange-surpasses-12-billion-cumulative-distribution-milestone-302383478.html,11_streaming_royalties,
News and trade coverage,PR Newswire,Duetti’s 2024 Music Economics Report Finds Industry-Wide Per-Stream Rates for Independent Artists Are Finally Stabilizing,2025-01,2026-08-01,https://www.prnewswire.com/news-releases/duettis-2024-music-economics-report-finds-industry-wide-per-stream-rates-for-independent-artists-are-finally-stabilizing-following-years-of-decline-302358211.html,11_streaming_royalties,
News and trade coverage,MacTech,Duetti Report Says That Apple Music Payouts for Artists Remain Strong,2025-01-23,2026-08-01,https://www.mactech.com/2025/01/23/duetti-report-says-that-apple-music-payouts-for-artists-remain-strong/,11_streaming_royalties,
News and trade coverage,Sonicbids,SIMS Foundation: Mental Health for Austin Musicians,c. 2017--2019 (undated),2026-08-01,https://blog.sonicbids.com/sims-foundation-mental-health-austin-musicians,05_music_census_pay_surveys,
News and trade coverage,Texas Highways,"The Original Threadgill’s Closes, Marking the End of a Defining Cultural Era in Austin",undated,2026-08-01,https://texashighways.com/travel/the-original-threadgills-closes-marking-the-end-of-a-defining-cultural-era-in-austin/,08_venues_ecosystem,
