key,value,formatted,unit,source,note,module
"nes_receipts_per_estab_pctchg_harris","-.1","-0.1%","percent change, real receipts per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Harris County, real receipts per establishment change 2012 to 2023: $24,838 to $24,807, 2025 dollars.","wages"
"nes_estab_pctchg_harris","48.2","+48.2%","percent change, nonemployer establishments, 2012-2023","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Harris County, establishments 2012 (7,470) to 2023 (11,067).","wages"
"nes_receipts_per_estab_dallas_first","27441","$27,441","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Dallas County, real receipts per establishment, 2012.","wages"
"nes_receipts_per_estab_dallas_last","30027","$30,027","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Dallas County, real receipts per establishment, 2023.","wages"
"nes_receipts_per_estab_pctchg_dallas","9.4","+9.4%","percent change, real receipts per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Dallas County, real receipts per establishment change 2012 to 2023: $27,441 to $30,027, 2025 dollars.","wages"
"nes_estab_pctchg_dallas","40.5","+40.5%","percent change, nonemployer establishments, 2012-2023","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Dallas County, establishments 2012 (5,373) to 2023 (7,551).","wages"
"nes_receipts_per_estab_bexar_first","22341","$22,341","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Bexar County, real receipts per establishment, 2012.","wages"
"nes_receipts_per_estab_bexar_last","21354","$21,354","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Bexar County, real receipts per establishment, 2023.","wages"
"nes_receipts_per_estab_pctchg_bexar","-4.4","-4.4%","percent change, real receipts per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Bexar County, real receipts per establishment change 2012 to 2023: $22,341 to $21,354, 2025 dollars.","wages"
"nes_estab_pctchg_bexar","61.90000000000001","+61.9%","percent change, nonemployer establishments, 2012-2023","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Bexar County, establishments 2012 (3,261) to 2023 (5,278).","wages"
"nes_estab_per10k_travis_2020","56.7","56.70","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Travis County per 10,000 residents, 2020. Population: Census PEP Vintage 2025.","wages"
"nes_estab_per10k_travis_2023","64.26000000000001","64.26","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Travis County per 10,000 residents, 2023. Population: Census PEP Vintage 2025.","wages"
"nes_estab_per10k_harris_2020","19.47","19.47","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Harris County per 10,000 residents, 2020. Population: Census PEP Vintage 2025.","wages"
"nes_estab_per10k_harris_2023","22.6","22.60","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Harris County per 10,000 residents, 2023. Population: Census PEP Vintage 2025.","wages"
"nes_estab_per10k_dallas_2020","24.72","24.72","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Dallas County per 10,000 residents, 2020. Population: Census PEP Vintage 2025.","wages"
"nes_estab_per10k_dallas_2023","28.63","28.63","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Dallas County per 10,000 residents, 2023. Population: Census PEP Vintage 2025.","wages"
"nes_estab_per10k_bexar_2020","20.08","20.08","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Bexar County per 10,000 residents, 2020. Population: Census PEP Vintage 2025.","wages"
"nes_estab_per10k_bexar_2023","25.1","25.10","nonemployer establishments per 10,000 residents","multiple","NES NAICS 7115 establishments in Bexar County per 10,000 residents, 2023. Population: Census PEP Vintage 2025.","wages"
"fig08_year_range_caveat","1","2020-2023, not 2012-2023","methodological limitation","03_analysis/data/external/Census_PEP_TX_County_Components.dta","fig08 plots 2020-2023 (the years with a real Census PEP Vintage 2025 population match), not the full 2012-2023 NES window, because this project's population extract does not reach back to 2012. Raw establishment growth for the full 2012-2023 window is registered separately (nes_estab_pctchg_* keys) and is not population-denominated.","wages"
